step_id,section,entry_type,field,value,updated_at
s4,t4.1,file_meta,fileMeta,未选择文件,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_1,H City,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_1,H市,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_2,Dajiang District,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_2,大江区,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_3,district Party committee,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_3,区委/区党委,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_4,District Party Committee Office,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_4,区委办公室,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_5,district government office,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_5,区政府办公室,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_6,district head,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_6,区长,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_7,Party secretary,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_7,书记/党委书记,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_8,Secretary Xie,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_8,谢书记,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_9,township,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_9,乡镇,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_10,township government,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_10,镇政府,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_11,township Party committee,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_11,镇党委,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_12,Secretary Lin,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_12,林书记,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_13,top leader,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_13,第一把手,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_14,cadre,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_14,干部,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_15,district bureaus and departments,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_15,区里各科局,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_16,public security bureau,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_16,公安局,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_17,Organization Department,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_17,组织部,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_18,sent down (for assignment),2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_18,下派,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_19,protégé,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_19,门生,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_20,appreciation and trust,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_20,赏识与信任,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_21,whose words carried weight,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_21,说话算得了数,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_22,coordinating research access,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_22,接洽调研,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_23,township fieldwork,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_23,乡镇调查,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_24,fieldwork,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_24,田野调查,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_25,“power-dominance relationship”,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_25,权力支配关系,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_26,village-level politics,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_26,村域政治,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_27,township-level politics / politics at the township level,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_27,乡域政治,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_28,mode of operation,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_28,运作,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_29,lei and mei,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_29,擂与媒,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_30,local dialect,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_30,方言,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_31,“living by the tongue”,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_31,耍嘴皮子,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_32,“wielding the pen”,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_32,拿笔杆子,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_33,taking up a “gun-barrel role”,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_33,扛枪杆子,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_34,cadre “four standards”,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_34,四化标准,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_35,urban-fringe,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_35,城市边缘,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_36,industrialized and commercialized,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_36,工商化,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_37,investment promotion,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_37,招商引资,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_38,rapid transformation,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_38,急剧转型,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_39,transformation from agricultural to non-agricultural development,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_39,由农业向非农业转型,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_40,cross-sectional “cut”,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_40,横切面／切口,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_41,temporality,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_41,时间性,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_42,three-dimensional,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_42,立体化,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_43,plot-rich,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_43,情节化,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_44,receive properly,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_44,接待,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_45,canteen,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_45,食堂,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_46,hosted meal,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_46,客饭,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_47,dinner engagement,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_47,饭局,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_48,accompany,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_48,陪（陪领导）,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_49,higher-level authorities,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_49,上面的领导／上级,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_en_50,proper etiquette,2026-02-23T20:47:29.642766
s4,t4.1,field,term_v1_cn_50,礼数,2026-02-23T20:47:29.642766
s4,t4.1,field,term_decisions,"1) 乡域政治
	•	中文：乡域政治
	•	争议：township-domain politics vs township-level politics vs politics at the township level
	•	决策：优先采用 township-level politics；在需要强调“分析尺度”时可用 politics at the township level 作为同义回指。
	•	理由：
	•	domain 结构在英文中偏生硬，易造成术语漂移，与 village-level politics 并列时不自然。
	•	level 更符合英文学术写作对分析层级的常用表达，便于课程与学术读者理解。
	•	执行规则：全文锁定 township-level politics 为主译法；首次出现可用一句语境提示其与“村域政治”的尺度对比，不额外扩写理论。

2) 村域政治
	•	中文：村域政治
	•	争议：village-domain politics vs village-level politics
	•	决策：采用 village-level politics。
	•	理由：与 township-level politics 形成对称，读者易把握层级差异。
	•	执行规则：与“乡域政治”同一套层级术语体系，避免 domain。

3) 应酬政治
	•	中文：应酬政治（赵树凯 2006）
	•	争议：entertaining politics vs banquet politics vs politics of socializing/banqueting
	•	决策：正文采用 banquet politics；首次出现配一条译者注：a politics of banqueting and obligatory socializing。
	•	理由：
	•	entertaining 在英文中与娱乐含义强关联，易误读为 leisure politics。
	•	banquet 更贴近饭局、宴请、陪同的制度性与义务性。
	•	执行规则：正文固定为 banquet politics；必要时在分析段落可补充 politics of obligatory socializing 作为解释性同位语，但不作为替代术语反复切换。

4) 扛枪杆子（与“耍嘴皮子/拿笔杆子”并列）
	•	中文：扛枪杆子
	•	争议：carrying the gun vs taking up a “gun-barrel role” vs frontline command role
	•	决策：采用 taking up a “gun-barrel role”，并保留引号；首次出现加译者注说明为隐喻链条。
	•	理由：
	•	carrying the gun 字面化风险高，容易被理解为武装或军事行动。
	•	gun-barrel 作为中文政治语汇常见隐喻的可识别对应，能保留原文修辞结构。
	•	执行规则：仅在首次出现处加注；后文如再出现，可用 the “gun-barrel” role 回指，不再重复解释。

5) 耍嘴皮子、拿笔杆子
	•	中文：耍嘴皮子 / 拿笔杆子
	•	争议：working the mouth/pen vs living by the tongue / wielding the pen vs rhetoric/pen-work
	•	决策：分别采用 “living by the tongue” 与 “wielding the pen”，并保留引号。
	•	理由：
	•	working the mouth/pen 英语不自然且可能引发滑稽语感。
	•	living by the tongue / wielding the pen 保留隐喻并更符合英文可读性。
	•	执行规则：与“gun-barrel role”形成三联结构，保持并列节奏。

6) 四化标准
	•	中文：干部“四化”标准
	•	争议：Four Modernizations standard vs cadre “four standards” vs four-fold criteria
	•	决策：正文采用 cadre “four standards”，保留原书脚注标号；脚注解释“四化”的具体所指（以原书注释为准）。
	•	理由：
	•	Four Modernizations 在英文里是高度固定的政治名词，可能与此处含义混淆。
	•	four standards 让读者等待脚注定义，避免误导。
	•	执行规则：正文不展开解释，避免引入外部信息；脚注严格遵循原书注释内容。

7) 上面、上级（上面的领导）
	•	中文：上面（上级领导）
	•	争议：leaders from above vs higher-level authorities vs superiors
	•	决策：采用 higher-level authorities 为主译法；在人物对话口吻较强时可用 superiors 作一次性回指，但不作为主术语。
	•	理由：higher-level authorities 更中性、更制度化，减少口语化与指涉不清。
	•	执行规则：正文统一 higher-level authorities；必要时在同一段内避免两种译法并列。

9) 小镇（匿名化专名）与 乡镇（层级概念）
	•	中文：小镇（调研点）、乡镇（层级）
	•	争议：Small Town vs the small town；town vs township
	•	决策：调研点采用 Small Town（专名化）；层级概念采用 township。
	•	理由：
	•	Small Town 作为匿名化策略便于一致回指与检索隔离。
	•	township 是较稳定的行政层级译法。
	•	执行规则：专名首字母大写；同段回指可用 the town 作为 stylistic variation，但不得替换为 town（层级词）造成混淆。

10) 客饭、饭局、接待
	•	中文：客饭/饭局/接待
	•	争议：guest meal vs hosted meal；banquet vs dinner party；receive vs host
	•	决策：
	•	客饭：hosted meal
	•	饭局：dinner engagement（必要时可解释为 obligatory dinner engagement）
	•	接待：receive properly / provide proper reception（视句法）
	•	理由：强调“公务性、义务性、不得不去”的治理语境，而非社交聚会。
	•	执行规则：避免 party 以免读者误读为私人聚会；避免 lavishly 以免引入价值判断。

11) 擂与媒
	•	中文：擂与媒（方言概念标签）
	•	争议：拼音保留 vs 意译（如 ring/mediator 等）
	•	决策：保留拼音 lei and mei（斜体），并在首次出现加译者注说明“local-dialect analytic label；后文展开”。
	•	理由：在未见作者后续定义前，意译容易误导；拼音保留便于后续概念化与一致引用。
	•	执行规则：后文一旦作者给出明确解释，可在首次系统阐释处补充意译或解释性短语，但仍以拼音为索引词。

⸻

统一执行的编辑规则（附）
	1.	争议项一经定稿，不在不同章节间切换译法。
	2.	需要解释的争议项以“首次出现最小译注”解决，避免重复注释。
	3.	任何可能触发政治含义偏移的词（如 gun, corruption 等）避免强化性选择，除非中文原文明确如此。",2026-02-23T20:47:29.642766
s4,t4.2,field,style_sheet,"以下为《小镇喧嚣》英文版风格表 v1（Style Sheet v1）。定位为学术贸易型英文图书，适配北美/英联邦学术出版社常见要求；具体与目标出版社 house style 冲突时，以出版社为准。本表用于译者、编辑、校对统一执行。

A. 基本定位与版本控制
	•	文体：学术叙事兼具解释性分析，语气中性，不添加评价。
	•	版本标识：Style Sheet v1.0（冻结日期：；负责人：）。
	•	变更流程：任何规则变更需记录在 Change Log（日期、条目、原因、批准人）。

B. 拼写与用词（Spelling & Usage）
	1.	英式/美式拼写

	•	默认：美式英语（US English）。
	•	一致性：全书不得混用（color/colour、organization/organisation 等）。

	2.	专名与匿名化

	•	匿名化地名与调研点：
	•	H City、Dajiang District、Small Town 作为专名统一大写。
	•	仅在首次出现处给出简要定位（不补充外部事实）。
	•	人名：中文姓名采用拼音（Xie Shide, Lin Jingnan），首次出现用“名在前、姓在后”格式（与英文出版习惯一致），并保持全书一致。

	3.	党政机构与职务

	•	district Party committee vs district government。
	•	职务统一：Party secretary、district head（避免 mayor）。

	4.	争议术语遵循术语表与决策说明

	•	擂与媒：lei and mei（斜体，拼音小写）。
	•	应酬政治：banquet politics（必要时首次出现加解释性同位语）。
	•	隐喻三联：“living by the tongue” / “wielding the pen” / taking up a “gun-barrel role”。

C. 大小写与斜体（Capitalization & Italics）
	1.	大小写
	•	机构专名：District Party Committee Office、Organization Department（专名大写）。
	•	泛称：party committee、government office（非专名小写）。
	•	头衔：正文中一般小写（the party secretary），当作称呼或专名的一部分可大写（Secretary Lin）。

	2.	斜体
	•	拼音概念词：lei, mei（首次出现与术语表一致）。
	•	书名、期刊名：按出版社要求，默认斜体（The China Quarterly）。
	•	不对常见拉丁缩写（e.g., i.e.）使用斜体。

D. 标点与排版（Punctuation & Typography）
	1.	引号
	•	默认使用双引号表示直接引语与特定标记语（“…”）。
	•	单引号仅用于引号内引号，或个别术语强调（如出版社要求）。
	•	引号与标点：采用美式规则，逗号与句号置于引号内；问号/感叹号视逻辑决定是否在引号内。

	2.	破折号与连字符
	•	使用 em dash（—）作插入语，前后不留空格（US 习惯）。
	•	hyphen 用于复合形容词：township-level, cross-sectional, plot-rich。

	3.	省略号
	•	使用省略号 …（三点），前后空格按句法处理；尽量避免无意义省略。

	4.	括号
	•	仅用于必要的补充说明与缩略语首次解释。
	•	避免括号堆叠；能用脚注则用脚注。

E. 数字与计量（Numbers & Measurements）
	1.	数字规则（US 常见）
	•	1–9：正文一般拼写（one–nine）。
	•	10 及以上：用阿拉伯数字（10, 40, 2003）。
	•	例外：
	•	时间、日期、百分比、统计数据：用数字。
	•	章节/图表编号：用数字。
	•	句首数字：尽量改写或拼写（Twenty years…）。

	2.	日期与时间
	•	日期格式：March 11, 2003（US）。
	•	年份：2003；年代：the 1990s。
	•	农历/春节：Spring Festival 可用，必要时首次出现加 “Lunar New Year”。

	3.	距离与单位
	•	默认采用公制并保留原文信息：10 kilometers。
	•	若出版社要求双单位，可在首次出现括注英里换算，但译稿阶段不主动添加换算。

	4.	范围与约数
	•	约数：about, roughly, some。
	•	范围：40–50 square meters（en dash）。

F. 引文与引用（Quotations & Citations）
	1.	直接引语（对话）
	•	保留原文口吻，但英文不刻意口语化到方言层面。
	•	说话者标注用破折号或括注均可，保持一致；样章中使用题下注引号+破折号署名格式可继续沿用。

	2.	学术引用（作者文内引用）
	•	若原书采用脚注体系：英文版保持脚注体系，不改为作者-年份制，除非出版社要求。
	•	中文作者名：可保留拼音并在参考文献表给出中文/拼音一致条目（具体按出版社格式）。
	•	文内提及（see Su Li 1998）保持原文意图；参考文献条目需与脚注编号匹配。

	3.	引文长度与比例控制（清权/风险）
	•	单处直接引文尽量控制在短段落范围；长引文优先转述。
	•	若涉及第三方媒体/政策文本：优先释义+短引文，确保来源标注。

	4.	引文忠实原则
	•	不在译文中扩写、改写作者观点。
	•	仅做必要的语法顺滑与指代明确。

G. 脚注与译者注（Footnotes & Translator’s Notes）
	1.	作者脚注
	•	原书脚注全部保留并翻译；编号、位置与原书一致（在版面允许范围内）。

	2.	译者注
	•	使用 “Translator’s note” 或缩写 “TN” 标记，与作者注严格区分。
	•	触发条件：制度层级、关键概念、易误读隐喻（如 gun-barrel role、lei/mei、banquet politics）。
	•	控制数量：导论/引子部分建议 6–10 条以内。

	3.	脚注语言
	•	简短、信息密度高；不做长篇背景介绍；不引入外部事实判断。

H. 罗马化与中文呈现（Romanization & Chinese)
	1.	拼音
	•	采用汉语拼音（无声调标记）。
	•	专名：Xie Shide, Lin Jingnan；地名：Dajiang, H。
	•	拼音与英文词不混排：lei and mei（斜体）。

	2.	中文原词保留
	•	默认不在正文插入中文字符，除非出版社要求双语对照。
	•	如需保留中文：放入脚注或附录，且仅限关键术语。

I. 对话与段落（Dialogue & Paragraphing）
	•	对话可用引号+同段叙述，避免每句换行造成碎片化。
	•	长段落拆分：每段聚焦一个动作或一个论证点；避免超长段落。

J. 敏感信息与匿名化（Risk & Redaction)
	•	严格延续原书匿名化：H City、Dajiang District、Small Town。
	•	不新增可检索线索（具体单位、个人全名、精确地址等）。
	•	访谈材料如出现在后续章节：优先去标识化、化名策略一致。",2026-02-23T20:47:29.642766
s4,t4.2,field,style_term_link,"以下为《小镇喧嚣》英文版风格表与术语表联动说明（用于项目SOP与协作交付）。目标是把“风格一致性”与“术语一致性”绑定为同一套工作流，减少后期返工与概念漂移。

1. 文档关系与优先级

1.1 文档定义
	•	风格表（Style Sheet v1）：规定拼写体系、标点、数字、引文、脚注、专名大小写、匿名化与排版规则。
	•	术语表（Glossary v1）：规定中文概念的推荐英文译法、禁用译法（如有）、以及适用边界。
	•	术语决策说明（Disputed Terms Memo）：对争议项给出“为何这么译”的理由与执行规则，用于压制后续反复争论。

1.2 优先级（发生冲突时）
	1.	目标出版社 house style（如已确定）
	2.	风格表（涉及格式与排版的一致性）
	3.	术语决策说明（争议项一票定稿）
	4.	术语表（常规术语统一）
	5.	译者/编辑个人习惯（不作为规则）

2. 联动规则：哪些风格项由术语表驱动

2.1 大小写与专名化
	•	术语表中的专名（H City、Dajiang District、Small Town、Organization Department、District Party Committee Office）自动触发风格表的“大写规则”。
	•	执行方式：凡术语表标记为专名，一律按风格表“专名大写”处理；不得在正文中改为泛称（例如 Small Town 不改为 the small town）。

2.2 斜体与拼音
	•	术语表中被标为拼音概念词的条目（lei、mei）自动触发风格表“斜体规则”与“拼音无声调规则”。
	•	执行方式：首次出现必须斜体，后续保持一致；不得在后文改为直立体或随意意译。

2.3 连字符与复合形容词
	•	术语表中含 level、cross-sectional 等结构的条目自动触发风格表“连字符规则”：township-level、village-level、cross-sectional。
	•	执行方式：只要作为形容词使用就加连字符；作名词短语时按英文语法处理（the township level）。

2.4 争议项的译注触发
	•	术语决策说明中列为“需译注”的条目自动触发风格表“译者注规则”（Translator’s note/TN）。
	•	执行方式：首次出现时添加最小必要译注；后续不重复注释，避免注释膨胀。

3. 联动规则：哪些术语决策受风格表约束

3.1 美式拼写与固定表达
	•	风格表指定 US English 后，术语表所有英文条目必须符合美式拼写与常用搭配（organization, program 等），不得出现英美混用。
	•	执行方式：术语表定期做 spelling audit；发现混用以风格表为准统一纠正。

3.2 引号与概念化表达
	•	风格表规定引号策略后，术语表中“隐喻三联”与关键标签必须按规则呈现：
	•	“living by the tongue”
	•	“wielding the pen”
	•	taking up a “gun-barrel role”
	•	执行方式：保持引号与连字符一致；不得在不同章节更换为无引号或不同措辞版本。

3.3 数字、日期、单位中的术语一致
	•	风格表规定日期格式与数字规则后，术语表涉及机构名、职位名与时间表达的搭配必须兼容（March 11, 2003；ten kilometers）。
	•	执行方式：术语表不单列数字规则，但在相关条目下用“使用说明”提示与风格表一致。

4. 工作流联动：从翻译到校对的闭环

4.1 翻译阶段（译者）
	•	译者在翻译前导入术语表作为强制词库（CAT 或手工对照）。
	•	对任何新出现的制度词、田野概念、隐喻表达：
	•	若术语表已有条目，必须使用推荐译法；
	•	若无条目，进入“新增术语提案”流程（见 5）。

4.2 编辑阶段（英文编辑/学术编辑）
	•	编辑校对分两轮：
	1.	风格轮：按风格表检查拼写、标点、数字、引文、脚注格式；
	2.	术语轮：按术语表检查术语一致性、争议项是否按决策执行、译注是否到位。
	•	编辑不得擅自替换争议项译法；如认为不妥，必须提交变更申请并更新决策说明。

4.3 终校阶段（proof）
	•	终校只允许“形式性修正”（排版、错字、标点、编号）与“显然错误”的术语修正。
	•	任何涉及概念译法的改动，必须回到术语决策说明流程，避免终校阶段引入漂移。

5. 新术语与争议项的处理机制（Change Control）

5.1 新术语提案格式

新增术语必须提交：
	•	中文原词（含语境句）
	•	拟推荐英文译法（Proposed）
	•	备选译法（Alternatives，可选）
	•	风险说明（是否易误读、是否需要译注、是否涉及敏感信息）
	•	执行建议（大写/斜体/连字符/引号）

5.2 冻结与版本
	•	术语表每章结束更新一次版本号（v1.1, v1.2…），并记录变更条目。
	•	争议项一旦写入“术语决策说明”，视为冻结；除非出版社 house style 或作者/权利方要求变更，不轻易改动。

6. 快速检查清单（用于每章交付前）
	1.	专名是否按术语表大写一致（H City、Dajiang District、Small Town）。
	2.	拼音概念词是否斜体一致（lei, mei）。
	3.	争议项译法是否按决策说明执行（banquet politics；gun-barrel role；four standards）。
	4.	引号、连字符是否符合风格表（township-level；“living by the tongue”）。
	5.	译者注是否只在首次出现且数量受控（TN 标记一致）。",2026-02-23T20:47:29.642766
s5,t5.1,field,acceptance_metrics,"为便于验收，将质量分为“硬指标（必须达标）”与“抽检指标（按样本评估）”。

Gate-1（样章门）
	•	术语一致率：≥ 98%（样章内所有术语出现与 Glossary v1 匹配；争议项 100%一致）
	•	重大错译/漏译：0（定义：影响事实、角色关系、制度含义、论证结论）
	•	译者注：≤ 10 条，且只覆盖触发点（擂与媒、隐喻三联、应酬政治、四化等）
	•	脚注/引用：编号对应率 100%，引用信息不缺失
	•	风格合规：US 拼写、引号/破折号规则符合率 ≥ 99%

Gate-2（批次门：每批次/每章）
	•	术语一致率：≥ 98%；争议项 100%一致
	•	双语抽检通过率：≥ 95%（抽检口径：每 5,000–8,000 词抽检不少于 400–600 词；错译按严重度计分）
	•	信息完整性：章节结构、标题层级、段落顺序一致；漏段=0
	•	匿名化一致：H City/Dajiang District/Small Town 等保持 100%一致，未新增可识别线索
	•	引文策略：长引文替换/转述符合规则；第三方长段落直译触发项=0（除非已许可）

Gate-3（全书冻结门）
	•	跨章一致性审计：专名/职务/机构译法 100%一致（抽取清单核验）
	•	脚注系统：缺失=0；错位=0；引用对应率=100%
	•	清权台账：完成度=100%；C/D 类素材“许可/替换/删除”决策100%落地
	•	格式一致率：≥ 99%（拼写、标点、数字、日期、连字符）
	•	终版问题单闭环：未关闭 issue = 0（含术语、事实核对、译注、清权）",2026-02-23T21:21:29.621122
s5,t5.1,field,__gantt_rows,"[{""name"":""M0 启动完成"",""start"":""2026-01-01"",""end"":""2026-01-10"",""owner"":""周大强"",""accept"":""文档齐备；责任链明确；存储结构可追溯""},{""name"":""M1 风格/术语冻结"",""start"":""2026-01-10"",""end"":""2026-01-30"",""owner"":""王晓晓"",""accept"":""争议项译法冻结；变更流程生效""},{""name"":""M2 样章通过（Gate-1）"",""start"":""2026-02-01"",""end"":""2026-02-10"",""owner"":""周小江"",""accept"":""Gate-1 指标全通过""},{""name"":""M3 批次1（约 25%字数）"",""start"":""2026-02-10"",""end"":""2026-02-20"",""owner"":""周小江"",""accept"":""批次 Gate-2 通过；术语一致率≥98%""},{""name"":""M4 批次2（约 50%字数）"",""start"":""2026-02-20"",""end"":""2026-02-28"",""owner"":""周小江"",""accept"":""跨章一致性审计通过""},{""name"":""M5 批次3（约 75%字数）"",""start"":""2026-03-01"",""end"":""2026-03-15"",""owner"":""王晓晓"",""accept"":""清权台账完成度≥90%；C/D项处理路径明确""},{""name"":""M6 全书初版冻结（Gate-3）"",""start"":""2026-03-15"",""end"":""2026-03-30"",""owner"":""周小江"",""accept"":""Gate-3 指标通过""},{""name"":""M7 终校与交付包"",""start"":""2026-04-01"",""end"":""2026-04-10"",""owner"":""周大强"",""accept"":""格式一致率≥99%；错别/拼写关键错误=0；交付物清单100%""}]",2026-02-23T21:21:29.621122
